ID,factura,Fecha,vehiculo,costo_total,costo_directo,costo_fijo
753995,Q51.79,2017-05-11,Moto,Q32.79,Q19.68,Q13.12
753995,Q134.71,2017-10-18,Moto,Q86.71,Q52.89,Q33.82
890373,Q154.36,2017-04-03,Moto,Q56.36,Q36.07,Q20.29
448101,Q170.53,2017-05-03,Moto,Q79.53,Q53.29,Q26.25
531584,Q119.87,2017-12-04,Moto,Q98.87,Q58.33,Q40.54
649917,Q189.60,2017-07-26,Moto,Q121.60,Q79.04,Q42.56
713694,Q113.47,2017-09-04,Moto,Q76.47,Q50.47,Q26.00
907801,Q152.45,2017-02-25,Moto,Q80.45,Q54.71,Q25.74
417988,Q152.01,2017-07-14,Moto,Q81.01,Q53.47,Q27.54
651278,Q124.43,2017-05-23,Moto,Q41.43,Q26.10,Q15.33
651278,Q107.24,2017-07-11,Moto,Q18.24,Q10.76,Q7.48
874715,Q138.58,2017-10-29,Moto,Q54.58,Q36.02,Q18.56
475143,Q72.15,2017-10-03,Moto,Q27.15,Q18.19,Q8.96
953228,Q77.35,2017-05-25,Moto,Q29.35,Q17.61,Q11.74
431156,Q141.15,2017-02-15,Moto,Q55.15,Q36.95,Q18.20
847150,Q116.63,2017-01-25,Moto,Q77.63,Q52.79,Q24.84
570284,Q151.84,2017-09-05,Moto,Q121.84,Q80.42,Q41.43
570284,Q199.50,2017-09-24,Moto,Q104.50,Q66.88,Q37.62
736663,Q151.55,2017-08-20,Moto,Q83.55,Q56.81,Q26.74
511197,Q127.14,2017-05-31,Moto,Q83.14,Q53.21,Q29.93
588926,Q132.19,2017-09-12,Moto,Q107.19,Q71.82,Q35.37
980381,Q99.08,2017-02-19,Moto,Q74.08,Q45.19,Q28.89
358596,Q108.27,2017-05-10,Moto,Q20.27,Q12.36,Q7.90
370838,Q113.52,2017-05-26,Moto,Q80.52,Q49.12,Q31.40
340098,Q114.15,2017-05-21,Moto,Q47.15,Q29.71,Q17.45
634142,Q87.71,2017-11-14,Moto,Q60.71,Q41.28,Q19.43
661405,Q148.02,2017-02-20,Moto,Q60.02,Q37.21,Q22.81
661405,Q115.87,2017-07-02,Moto,Q36.87,Q22.86,Q14.01
721828,Q112.41,2017-05-24,Moto,Q31.41,Q21.04,Q10.36
452252,Q82.65,2017-01-30,Moto,Q7.65,Q5.20,Q2.45
452252,Q111.40,2017-11-13,Moto,Q34.40,Q22.36,Q12.04
445793,Q46.67,2017-05-12,Moto,Q24.67,Q16.04,Q8.64
961694,Q173.41,2017-04-19,Moto,Q79.41,Q49.24,Q30.18
641415,Q122.68,2017-07-20,Moto,Q56.68,Q33.44,Q23.24
650843,Q117.50,2017-09-18,Moto,Q66.50,Q44.56,Q21.95
823476,Q127.41,2017-11-25,Moto,Q91.41,Q60.33,Q31.08
386747,Q154.10,2017-08-19,Moto,Q93.10,Q61.45,Q31.66
947651,Q167.57,2017-01-03,Moto,Q92.57,Q56.47,Q36.10
659234,Q103.95,2017-09-24,Moto,Q38.95,Q26.49,Q12.47
317240,Q77.89,2017-12-25,Moto,Q21.89,Q14.23,Q7.66
754272,Q110.80,2017-07-19,Moto,Q33.80,Q21.63,Q12.17
754272,Q91.81,2017-03-03,Moto,Q39.81,Q25.48,Q14.33
700439,Q94.43,2017-04-10,Moto,Q75.43,Q47.52,Q27.91
943890,Q96.45,2017-01-29,Moto,Q44.45,Q28.00,Q16.44
526883,Q109.70,2017-03-25,Moto,Q49.70,Q31.81,Q17.89
566590,Q153.96,2017-10-07,Moto,Q81.96,Q50.82,Q31.15
965828,Q135.76,2017-10-01,Moto,Q45.76,Q30.66,Q15.10
502135,Q140.43,2017-03-09,Moto,Q73.43,Q49.93,Q23.50
502135,Q73.23,2017-11-24,Moto,Q35.23,Q23.25,Q11.98
348894,Q129.05,2017-02-24,Moto,Q81.05,Q54.30,Q26.75
571684,Q163.72,2017-02-05,Moto,Q76.72,Q45.26,Q31.45
900281,Q75.47,2017-01-07,Moto,Q58.47,Q35.67,Q22.80
429589,Q144.08,2017-10-19,Moto,Q49.08,Q29.45,Q19.63
420056,Q215.94,2017-05-21,Moto,Q134.94,Q87.71,Q47.23
885908,Q159.16,2017-03-17,Moto,Q106.16,Q71.12,Q35.03
812883,Q112.34,2017-02-05,Moto,Q47.34,Q28.88,Q18.46
465958,Q107.04,2017-11-22,Moto,Q50.04,Q29.52,Q20.52
560030,Q69.73,2017-03-10,Moto,Q32.73,Q20.95,Q11.78
744328,Q91.09,2017-07-09,Moto,Q54.09,Q35.70,Q18.39
974678,Q144.88,2017-09-25,Moto,Q90.88,Q55.44,Q35.44
708931,Q54.34,2017-04-13,Moto,Q7.34,Q4.84,Q2.49
516214,Q104.49,2017-11-25,Moto,Q53.49,Q33.16,Q20.33
628360,Q114.33,2017-11-01,Moto,Q42.33,Q27.09,Q15.24
728742,Q182.42,2017-11-07,Moto,Q92.42,Q57.30,Q35.12
560298,Q142.21,2017-01-04,Moto,Q83.21,Q49.93,Q33.29
872502,Q137.78,2017-05-04,Moto,Q46.78,Q28.53,Q18.24
605680,Q42.48,2017-12-14,Moto,Q20.48,Q12.70,Q7.78
594412,Q160.82,2017-02-25,Moto,Q72.82,Q45.15,Q27.67
564819,Q136.63,2017-08-30,Moto,Q54.63,Q34.42,Q20.21
654993,Q92.54,2017-03-06,Moto,Q38.54,Q23.12,Q15.41
342355,Q101.46,2017-06-07,Moto,Q76.46,Q48.94,Q27.53
320186,Q66.17,2017-07-06,Moto,Q20.17,Q12.31,Q7.87
412642,Q159.34,2017-07-31,Moto,Q63.34,Q39.90,Q23.44
412642,Q98.01,2017-02-03,Moto,Q39.01,Q26.14,Q12.87
412642,Q127.58,2017-09-21,Moto,Q27.58,Q17.38,Q10.21
818496,Q157.80,2017-04-15,Moto,Q121.80,Q77.95,Q43.85
818496,Q186.90,2017-12-18,Moto,Q115.90,Q70.70,Q45.20
818496,Q189.36,2017-07-06,Moto,Q115.36,Q68.06,Q47.30
338546,Q142.53,2017-04-18,Moto,Q82.53,Q54.47,Q28.06
464867,Q52.39,2017-03-11,Moto,Q36.39,Q21.83,Q14.55
464867,Q102.49,2017-09-26,Moto,Q85.49,Q53.00,Q32.49
390822,Q223.60,2017-08-13,Moto,Q134.60,Q84.80,Q49.80
537708,Q89.98,2017-08-02,Moto,Q43.98,Q29.91,Q14.07
393919,Q161.13,2017-10-17,Moto,Q121.13,Q75.10,Q46.03
913891,Q85.89,2017-12-20,Moto,Q43.89,Q25.90,Q18.00
458598,Q50.98,2017-07-31,Moto,Q27.98,Q17.07,Q10.91
935940,Q108.26,2017-04-27,Moto,Q47.26,Q31.19,Q16.07
331030,Q155.81,2017-11-12,Moto,Q82.81,Q53.00,Q29.81
471704,Q105.50,2017-05-30,Moto,Q52.50,Q31.50,Q21.00
714290,Q89.92,2017-11-26,Moto,Q63.92,Q41.55,Q22.37
363122,Q99.53,2017-02-25,Moto,Q78.53,Q51.04,Q27.48
671736,Q47.62,2017-11-23,Moto,Q32.62,Q20.22,Q12.39
826777,Q159.82,2017-02-19,Moto,Q88.82,Q56.85,Q31.98
506777,Q241.07,2017-06-29,Moto,Q155.07,Q103.90,Q51.17
707942,Q62.97,2017-03-26,Moto,Q20.97,Q12.79,Q8.18
990321,Q220.22,2017-07-30,Moto,Q122.22,Q80.67,Q41.56
990321,Q163.04,2017-01-21,Moto,Q97.04,Q61.13,Q35.90
990321,Q143.36,2017-07-27,Moto,Q118.36,Q71.02,Q47.34
588892,Q182.43,2017-03-01,Moto,Q104.43,Q65.79,Q38.64
526844,Q81.84,2017-08-12,Moto,Q30.84,Q18.19,Q12.64
774636,Q128.96,2017-10-26,Moto,Q59.96,Q37.77,Q22.18
753536,Q175.54,2017-03-12,Moto,Q122.54,Q83.33,Q39.21
393829,Q147.75,2017-11-04,Moto,Q87.75,Q56.16,Q31.59
465540,Q174.54,2017-04-01,Moto,Q74.54,Q45.47,Q29.07
998546,Q88.99,2017-04-06,Moto,Q54.99,Q36.30,Q18.70
998546,Q169.30,2017-03-28,Moto,Q79.30,Q48.38,Q30.93
600349,Q55.37,2017-01-16,Moto,Q26.37,Q17.67,Q8.70
368911,Q173.98,2017-12-22,Moto,Q84.98,Q57.79,Q27.20
663313,Q227.06,2017-08-25,Moto,Q133.06,Q79.83,Q53.22
315557,Q73.67,2017-03-25,Moto,Q34.67,Q23.57,Q11.09
823434,Q153.39,2017-06-09,Moto,Q80.39,Q53.86,Q26.53
874630,Q116.10,2017-01-24,Moto,Q78.10,Q49.99,Q28.12
372713,Q49.92,2017-01-06,Moto,Q26.92,Q17.50,Q9.42
882563,Q83.39,2017-11-09,Moto,Q55.39,Q37.67,Q17.73
314231,Q76.42,2017-03-07,Moto,Q42.42,Q25.45,Q16.97
314231,Q99.37,2017-07-08,Moto,Q22.37,Q13.42,Q8.95
911741,Q120.09,2017-05-29,Moto,Q91.09,Q58.30,Q32.79
735337,Q171.72,2017-04-16,Moto,Q79.72,Q49.43,Q30.29
576839,Q85.51,2017-10-09,Moto,Q32.51,Q21.13,Q11.38
720895,Q86.93,2017-01-11,Moto,Q46.93,Q30.51,Q16.43
308007,Q134.15,2017-06-02,Moto,Q96.15,Q56.73,Q39.42
308007,Q150.92,2017-05-08,Moto,Q99.92,Q67.95,Q31.98
412234,Q111.26,2017-11-18,Moto,Q61.26,Q37.37,Q23.89
763926,Q175.85,2017-06-19,Moto,Q95.85,Q60.39,Q35.47
680192,Q86.22,2017-02-01,Moto,Q11.22,Q6.96,Q4.26
830204,Q110.00,2017-10-06,Moto,Q65.00,Q43.55,Q21.45
689064,Q171.00,2017-09-23,Moto,Q100.00,Q62.00,Q38.00
333098,Q111.88,2017-07-29,Moto,Q92.88,Q58.51,Q34.36
576706,Q152.57,2017-03-07,Moto,Q112.57,Q69.80,Q42.78
363820,Q163.93,2017-08-11,Moto,Q74.93,Q47.21,Q27.72
887211,Q83.89,2017-04-07,Moto,Q56.89,Q37.55,Q19.34
884602,Q164.60,2017-10-10,Moto,Q77.60,Q50.44,Q27.16
853359,Q172.92,2017-12-14,Moto,Q81.92,Q51.61,Q30.31
489109,Q191.79,2017-01-13,Moto,Q98.79,Q60.26,Q38.53
750205,Q142.08,2017-01-16,Moto,Q93.08,Q60.50,Q32.58
520950,Q108.67,2017-10-03,Moto,Q62.67,Q36.97,Q25.69
718639,Q113.58,2017-04-01,Moto,Q73.58,Q45.62,Q27.96
608331,Q119.76,2017-10-05,Moto,Q104.76,Q61.81,Q42.95
608331,Q141.51,2017-04-22,Moto,Q126.51,Q74.64,Q51.87
827191,Q94.92,2017-09-06,Moto,Q52.92,Q33.87,Q19.05
379213,Q113.86,2017-10-14,Moto,Q46.86,Q29.99,Q16.87
627963,Q170.38,2017-02-26,Moto,Q83.38,Q50.03,Q33.35
350174,Q205.43,2017-05-02,Moto,Q113.43,Q74.86,Q38.56
350174,Q166.93,2017-01-10,Moto,Q99.93,Q60.96,Q38.97
355677,Q154.26,2017-09-01,Moto,Q67.26,Q45.74,Q21.52
491091,Q151.12,2017-09-18,Moto,Q92.12,Q56.20,Q35.93
500782,Q123.48,2017-11-12,Moto,Q77.48,Q46.49,Q30.99
439163,Q53.86,2017-08-02,Moto,Q33.86,Q21.67,Q12.19
861963,Q184.07,2017-11-25,Moto,Q106.07,Q63.64,Q42.43
828753,Q134.06,2017-03-10,Moto,Q34.06,Q21.46,Q12.60
458000,Q99.60,2017-05-14,Moto,Q10.60,Q6.78,Q3.82
590388,Q123.65,2017-11-07,Moto,Q38.65,Q23.19,Q15.46
590388,Q166.14,2017-08-16,Moto,Q78.14,Q52.36,Q25.79
863612,Q133.20,2017-10-28,Moto,Q66.20,Q45.02,Q21.18
863612,Q63.66,2017-04-17,Moto,Q43.66,Q29.69,Q13.97
718406,Q159.03,2017-04-05,Moto,Q75.03,Q46.52,Q28.51
696704,Q170.38,2017-08-26,Moto,Q97.38,Q64.27,Q33.11
696704,Q149.88,2017-09-05,Moto,Q107.88,Q73.36,Q34.52
550565,Q121.17,2017-12-05,Moto,Q45.17,Q28.91,Q16.26
811626,Q67.94,2017-11-04,Moto,Q38.94,Q23.36,Q15.58
618737,Q133.80,2017-07-02,Moto,Q41.80,Q27.59,Q14.21
443109,Q103.93,2017-09-20,Moto,Q77.93,Q49.10,Q28.84
925036,Q139.15,2017-09-23,Moto,Q65.15,Q44.30,Q20.85
532989,Q51.91,2017-02-04,Moto,Q35.91,Q24.42,Q11.49
492581,Q131.20,2017-11-02,Moto,Q38.20,Q24.07,Q14.13
492581,Q178.80,2017-07-10,Moto,Q79.80,Q48.68,Q31.12
441612,Q88.04,2017-10-18,Moto,Q71.04,Q41.92,Q29.13
441612,Q86.49,2017-03-06,Moto,Q23.49,Q15.03,Q8.46
724814,Q135.04,2017-07-07,Moto,Q42.04,Q27.75,Q14.29
393694,Q214.11,2017-01-28,Moto,Q129.11,Q83.92,Q45.19
445097,Q183.21,2017-03-14,Moto,Q87.21,Q58.43,Q28.78
562814,Q127.73,2017-07-01,Moto,Q98.73,Q60.22,Q38.50
811183,Q43.72,2017-11-18,Moto,Q21.72,Q14.12,Q7.60
413360,Q182.10,2017-10-09,Moto,Q92.10,Q60.78,Q31.31
873260,Q73.24,2017-06-26,Moto,Q17.24,Q10.17,Q7.07
535711,Q64.91,2017-12-17,Moto,Q40.91,Q27.00,Q13.91
989343,Q72.30,2017-05-30,Moto,Q51.30,Q30.78,Q20.52
819560,Q152.93,2017-09-30,Moto,Q83.93,Q51.19,Q32.73
655090,Q76.43,2017-02-26,Moto,Q46.43,Q28.78,Q17.64
458883,Q113.54,2017-03-20,Moto,Q95.54,Q58.28,Q37.26
661251,Q172.91,2017-10-15,Moto,Q79.91,Q50.34,Q29.57
380908,Q184.12,2017-07-07,Moto,Q136.12,Q83.03,Q53.09
955238,Q79.43,2017-04-10,Moto,Q22.43,Q13.24,Q9.20
356447,Q94.58,2017-02-21,Moto,Q29.58,Q17.75,Q11.83
304006,Q124.58,2017-12-20,Moto,Q32.58,Q21.18,Q11.40
927917,Q108.74,2017-06-06,Moto,Q62.74,Q42.66,Q20.08
936708,Q39.72,2017-12-24,Moto,Q5.72,Q3.83,Q1.89
757923,Q113.96,2017-11-14,Moto,Q45.96,Q28.50,Q17.46
477971,Q163.88,2017-03-01,Moto,Q67.88,Q45.48,Q22.40
477971,Q103.79,2017-09-28,Moto,Q20.79,Q14.14,Q6.65
757795,Q55.48,2017-08-07,Moto,Q24.48,Q14.93,Q9.55
558363,Q193.73,2017-12-02,Moto,Q93.73,Q55.30,Q38.43
495624,Q129.75,2017-12-06,Moto,Q72.75,Q48.02,Q24.74
935781,Q148.70,2017-06-24,Moto,Q48.70,Q31.17,Q17.53
586734,Q140.45,2017-09-09,Moto,Q40.45,Q25.08,Q15.37
928360,Q78.60,2017-09-13,Moto,Q48.60,Q30.62,Q17.98
510875,Q110.49,2017-12-20,Moto,Q49.49,Q33.65,Q15.84
933805,Q122.48,2017-01-03,Moto,Q49.48,Q33.15,Q16.33
738310,Q165.53,2017-08-06,Moto,Q86.53,Q54.52,Q32.02
686739,Q71.44,2017-07-04,Moto,Q46.44,Q27.40,Q19.04
543589,Q156.67,2017-03-23,Moto,Q85.67,Q53.11,Q32.55
868390,Q76.95,2017-03-02,Moto,Q22.95,Q14.92,Q8.03
644262,Q106.41,2017-03-15,Moto,Q47.41,Q29.39,Q18.02
897366,Q147.07,2017-07-08,Moto,Q57.07,Q38.24,Q18.83
345167,Q162.80,2017-03-30,Moto,Q76.80,Q45.31,Q31.49
841348,Q131.47,2017-12-12,Moto,Q69.47,Q47.24,Q22.23
709666,Q125.69,2017-04-28,Moto,Q56.69,Q37.42,Q19.28
301293,Q111.02,2017-09-08,Moto,Q88.02,Q58.10,Q29.93
854657,Q118.73,2017-02-06,Moto,Q69.73,Q42.54,Q27.19
784252,Q181.32,2017-09-26,Moto,Q98.32,Q64.89,Q33.43
924954,Q123.19,2017-05-05,Moto,Q76.19,Q49.52,Q26.67
637372,Q138.66,2017-01-30,Moto,Q65.66,Q42.68,Q22.98
637372,Q80.26,2017-05-13,Moto,Q6.26,Q4.13,Q2.13
989552,Q138.19,2017-01-03,Moto,Q104.19,Q65.64,Q38.55
700633,Q161.46,2017-12-01,Moto,Q79.46,Q50.86,Q28.61
420060,Q118.22,2017-05-26,Moto,Q68.22,Q40.93,Q27.29
764828,Q113.47,2017-09-10,Moto,Q46.47,Q27.88,Q18.59
318961,Q168.04,2017-04-01,Moto,Q87.04,Q57.45,Q29.60
318961,Q101.82,2017-10-18,Moto,Q49.82,Q29.89,Q19.93
749780,Q115.44,2017-01-31,Moto,Q47.44,Q30.36,Q17.08
516994,Q89.68,2017-03-01,Moto,Q40.68,Q25.63,Q15.05
496747,Q117.94,2017-02-19,Moto,Q54.94,Q37.36,Q17.58
842317,Q133.91,2017-10-30,Moto,Q93.91,Q63.86,Q30.05
493525,Q81.25,2017-12-06,Moto,Q56.25,Q36.56,Q19.69
931689,Q167.42,2017-02-10,Moto,Q145.42,Q85.80,Q59.62
470349,Q99.03,2017-10-30,Moto,Q75.03,Q44.27,Q30.76
418691,Q68.16,2017-04-27,Moto,Q35.16,Q20.75,Q14.42
418691,Q147.41,2017-08-11,Moto,Q66.41,Q43.17,Q23.24
647183,Q74.85,2017-11-02,Moto,Q58.85,Q38.84,Q20.01
590008,Q180.20,2017-12-28,Moto,Q84.20,Q57.26,Q26.95
666159,Q89.80,2017-03-04,Moto,Q25.80,Q16.77,Q9.03
369700,Q100.28,2017-07-15,Moto,Q68.28,Q41.65,Q26.63
785354,Q84.03,2017-08-30,Moto,Q64.03,Q40.34,Q23.69
601988,Q115.65,2017-07-03,Moto,Q58.65,Q38.12,Q20.53
882031,Q106.35,2017-09-19,Moto,Q20.35,Q12.82,Q7.53
645142,Q113.24,2017-01-03,Moto,Q57.24,Q34.92,Q22.32
443706,Q134.21,2017-02-13,Moto,Q68.21,Q40.93,Q27.29
513964,Q161.00,2017-04-11,Moto,Q72.00,Q46.80,Q25.20
713731,Q118.16,2017-06-20,Moto,Q49.16,Q33.43,Q15.73
819715,Q86.26,2017-06-24,Moto,Q52.26,Q31.88,Q20.38
347848,Q141.10,2017-01-22,Moto,Q81.10,Q51.09,Q30.01
347848,Q165.99,2017-05-04,Moto,Q120.99,Q72.60,Q48.40
395991,Q79.74,2017-06-26,Moto,Q28.74,Q19.26,Q9.49
368819,Q73.55,2017-08-27,Moto,Q34.55,Q23.15,Q11.40
303138,Q109.97,2017-08-02,Moto,Q59.97,Q40.18,Q19.79
629146,Q159.80,2017-06-07,Moto,Q91.80,Q59.67,Q32.13
727442,Q55.69,2017-02-02,Moto,Q38.69,Q23.99,Q14.70
793456,Q134.09,2017-06-02,Moto,Q76.09,Q46.41,Q29.67
496483,Q157.82,2017-09-08,Moto,Q76.82,Q46.86,Q29.96
692009,Q137.85,2017-09-25,Moto,Q86.85,Q55.58,Q31.27
887476,Q179.02,2017-05-30,Moto,Q94.02,Q62.99,Q31.03
526631,Q91.70,2017-10-31,Moto,Q42.70,Q29.04,Q13.66
892162,Q141.65,2017-05-24,Moto,Q76.65,Q52.12,Q24.53
597536,Q174.83,2017-01-13,Moto,Q83.83,Q57.00,Q26.82
474088,Q87.05,2017-06-24,Moto,Q39.05,Q24.60,Q14.45
339882,Q50.11,2017-06-07,Moto,Q19.11,Q11.46,Q7.64
663134,Q163.30,2017-10-18,Moto,Q65.30,Q43.75,Q21.55
385883,Q139.77,2017-12-10,Moto,Q44.77,Q29.10,Q15.67
362887,Q122.94,2017-07-19,Moto,Q28.94,Q19.68,Q9.26
664400,Q63.84,2017-12-09,Moto,Q41.84,Q27.20,Q14.65
606479,Q169.83,2017-02-01,Moto,Q76.83,Q46.10,Q30.73
600665,Q133.89,2017-07-29,Moto,Q71.89,Q46.73,Q25.16
864074,Q165.66,2017-01-05,Moto,Q97.66,Q63.48,Q34.18
744383,Q109.43,2017-05-24,Moto,Q66.43,Q40.52,Q25.91
916234,Q165.35,2017-11-02,Moto,Q77.35,Q49.50,Q27.85
898185,Q153.87,2017-07-02,Moto,Q65.87,Q38.86,Q27.01
928658,Q135.52,2017-12-01,Moto,Q90.52,Q56.12,Q34.40
491483,Q108.22,2017-01-04,Moto,Q83.22,Q52.43,Q30.79
452624,Q162.27,2017-01-29,Moto,Q72.27,Q47.70,Q24.57
983657,Q49.75,2017-06-04,Moto,Q26.75,Q17.92,Q8.83
983657,Q60.05,2017-07-06,Moto,Q16.05,Q10.43,Q5.62
450773,Q86.06,2017-08-17,Moto,Q61.06,Q36.03,Q25.04
931636,Q64.27,2017-08-15,Moto,Q45.27,Q29.43,Q15.85
771227,Q176.39,2017-04-12,Moto,Q150.39,Q102.27,Q48.13
578756,Q122.34,2017-12-12,Moto,Q72.34,Q43.40,Q28.94
362765,Q101.64,2017-02-24,Moto,Q61.64,Q39.45,Q22.19
514014,Q71.36,2017-11-11,Moto,Q41.36,Q24.82,Q16.54
752433,Q97.13,2017-05-02,Moto,Q34.13,Q21.84,Q12.29
319034,Q169.62,2017-08-06,Moto,Q79.62,Q52.55,Q27.07
898967,Q127.90,2017-06-14,Moto,Q95.90,Q57.54,Q38.36
898967,Q156.79,2017-07-04,Moto,Q93.79,Q55.34,Q38.45
731087,Q145.76,2017-08-29,Moto,Q89.76,Q55.65,Q34.11
758752,Q31.21,2017-11-28,Moto,Q4.21,Q2.61,Q1.60
408337,Q121.08,2017-03-30,Moto,Q86.08,Q53.37,Q32.71
855167,Q64.15,2017-07-25,Moto,Q36.15,Q23.50,Q12.65
413446,Q82.74,2017-07-07,Moto,Q23.74,Q14.48,Q9.26
827794,Q116.84,2017-03-22,Moto,Q60.84,Q37.72,Q23.12
827794,Q62.08,2017-03-27,Moto,Q23.08,Q15.24,Q7.85
391060,Q68.12,2017-04-10,Moto,Q45.12,Q29.78,Q15.34
889179,Q175.20,2017-12-09,Moto,Q92.20,Q62.70,Q29.50
889179,Q172.84,2017-06-25,Moto,Q94.84,Q61.65,Q33.19
838458,Q119.95,2017-07-15,Moto,Q92.95,Q57.63,Q35.32
700282,Q72.18,2017-04-14,Moto,Q19.18,Q12.66,Q6.52
700282,Q118.25,2017-06-18,Moto,Q21.25,Q13.18,Q8.08
874486,Q146.39,2017-04-25,Moto,Q81.39,Q52.09,Q29.30
642016,Q119.07,2017-07-25,Moto,Q77.07,Q50.09,Q26.97
811956,Q174.87,2017-09-23,Moto,Q77.87,Q49.84,Q28.03
482908,Q143.93,2017-11-03,Moto,Q61.93,Q37.16,Q24.77
637663,Q42.72,2017-08-12,Moto,Q24.72,Q16.81,Q7.91
719268,Q153.68,2017-05-22,Moto,Q92.68,Q60.24,Q32.44
624645,Q130.01,2017-10-05,Moto,Q36.01,Q24.49,Q11.52
840232,Q77.29,2017-01-12,Moto,Q56.29,Q38.27,Q18.01
472661,Q123.57,2017-05-30,Moto,Q77.57,Q48.09,Q29.48
472661,Q149.47,2017-07-29,Moto,Q57.47,Q37.93,Q19.54
739536,Q158.20,2017-01-19,Moto,Q62.20,Q37.32,Q24.88
472510,Q186.93,2017-08-17,Moto,Q89.93,Q55.75,Q34.17
472510,Q152.94,2017-10-24,Moto,Q54.94,Q32.41,Q22.52
472510,Q97.40,2017-11-04,Moto,Q53.40,Q31.50,Q21.89
472510,Q115.83,2017-08-30,Moto,Q29.83,Q19.99,Q9.85
339578,Q125.65,2017-05-08,Moto,Q64.65,Q41.38,Q23.27
743926,Q74.25,2017-05-08,Moto,Q20.25,Q12.76,Q7.49
446252,Q101.68,2017-08-15,Moto,Q51.68,Q32.04,Q19.64
567728,Q126.13,2017-07-11,Moto,Q51.13,Q33.24,Q17.90
365808,Q96.98,2017-01-09,Moto,Q75.98,Q45.59,Q30.39
942436,Q109.05,2017-06-19,Moto,Q48.05,Q31.71,Q16.34
309129,Q193.67,2017-05-26,Moto,Q131.67,Q77.69,Q53.99
870138,Q184.79,2017-05-29,Moto,Q129.79,Q86.96,Q42.83
870138,Q125.96,2017-07-25,Moto,Q105.96,Q67.81,Q38.14
782097,Q70.29,2017-04-13,Moto,Q44.29,Q26.13,Q18.16
445774,Q185.61,2017-12-05,Moto,Q138.61,Q88.71,Q49.90
405075,Q123.77,2017-05-30,Moto,Q42.77,Q27.80,Q14.97
405075,Q120.77,2017-09-23,Moto,Q56.77,Q38.61,Q18.17
980241,Q179.69,2017-11-01,Moto,Q80.69,Q47.61,Q33.08
672257,Q115.37,2017-02-07,Moto,Q57.37,Q38.43,Q18.93
672257,Q83.60,2017-03-22,Moto,Q32.60,Q19.23,Q13.37
672257,Q100.29,2017-06-21,Moto,Q67.29,Q45.08,Q22.21
460259,Q143.55,2017-03-12,Moto,Q71.55,Q42.21,Q29.34
369413,Q146.53,2017-10-21,Moto,Q62.53,Q38.77,Q23.76
621180,Q76.17,2017-06-24,Moto,Q44.17,Q27.82,Q16.34
709835,Q118.63,2017-07-15,Moto,Q42.63,Q27.71,Q14.92
545265,Q130.45,2017-12-15,Moto,Q56.45,Q34.43,Q22.02
817360,Q76.88,2017-12-09,Moto,Q54.88,Q34.57,Q20.30
817360,Q75.92,2017-05-31,Moto,Q17.92,Q11.29,Q6.63
729227,Q62.48,2017-02-16,Moto,Q30.48,Q20.73,Q9.75
392058,Q116.62,2017-06-23,Moto,Q23.62,Q15.59,Q8.03
404338,Q159.85,2017-08-15,Moto,Q82.85,Q49.71,Q33.14
342571,Q193.89,2017-11-26,Moto,Q123.89,Q79.29,Q44.60
862524,Q111.80,2017-01-05,Moto,Q86.80,Q59.02,Q27.77
511089,Q275.05,2017-06-23,Moto,Q188.05,Q110.95,Q77.10
614474,Q98.24,2017-04-23,Moto,Q21.24,Q12.95,Q8.28
966881,Q138.75,2017-09-08,Moto,Q63.75,Q42.07,Q21.67
521873,Q85.78,2017-06-26,Moto,Q29.78,Q20.25,Q9.53
639590,Q153.79,2017-08-17,Moto,Q82.79,Q56.30,Q26.49
890767,Q113.69,2017-03-08,Moto,Q73.69,Q44.95,Q28.74
540400,Q100.15,2017-07-07,Moto,Q77.15,Q46.29,Q30.86
468507,Q96.61,2017-09-12,Moto,Q32.61,Q21.19,Q11.41
488646,Q118.55,2017-10-20,Moto,Q74.55,Q50.69,Q23.86
466956,Q156.31,2017-07-09,Moto,Q82.31,Q52.68,Q29.63
702420,Q77.93,2017-04-06,Moto,Q49.93,Q29.96,Q19.97
524730,Q73.67,2017-07-03,Moto,Q47.67,Q31.94,Q15.73
976976,Q139.77,2017-05-11,Moto,Q93.77,Q63.76,Q30.01
976976,Q123.52,2017-02-09,Moto,Q39.52,Q25.69,Q13.83
909988,Q138.78,2017-01-29,Moto,Q40.78,Q24.06,Q16.72
803814,Q138.03,2017-05-15,Moto,Q65.03,Q39.67,Q25.36
644861,Q78.90,2017-05-08,Moto,Q25.90,Q17.35,Q8.55
808849,Q148.59,2017-03-08,Moto,Q51.59,Q35.08,Q16.51
712712,Q181.88,2017-07-11,Moto,Q92.88,Q57.58,Q35.29
883058,Q147.87,2017-08-06,Moto,Q64.87,Q38.28,Q26.60
680519,Q98.12,2017-11-09,Moto,Q15.12,Q8.92,Q6.20
480377,Q150.90,2017-10-10,Moto,Q90.90,Q53.63,Q37.27
480377,Q136.97,2017-02-20,Moto,Q96.97,Q62.06,Q34.91
951543,Q133.85,2017-01-13,Moto,Q56.85,Q34.68,Q22.17
719395,Q122.89,2017-05-16,Moto,Q42.89,Q29.17,Q13.73
719395,Q89.64,2017-09-15,Moto,Q31.64,Q18.98,Q12.66
719395,Q128.53,2017-05-02,Moto,Q66.53,Q45.24,Q21.29
719395,Q100.81,2017-05-13,Moto,Q27.81,Q18.63,Q9.18
679301,Q143.03,2017-11-07,Moto,Q58.03,Q35.40,Q22.63
